Name,Ticker,Exchange,Sector,MarketCap
Nvidia,NVDA,,Information Technology,5367153557504.0
Apple Inc.,AAPL,,Information Technology,4905541566464.0
Alphabet Inc. (Class C),GOOG,,Communication Services,4212111966208.0
Alphabet Inc. (Class A),GOOGL,,Communication Services,4212111966208.0
Microsoft,MSFT,,Information Technology,3666585845760.0
Amazon,AMZN,,Consumer Discretionary,2736595664896.0
Broadcom,AVGO,,Information Technology,1707097718784.0
Meta Platforms,META,,Communication Services,1696002211840.0
"Tesla, Inc.",TSLA,,Consumer Discretionary,1438701584384.0
Micron Technology,MU,,Information Technology,1147237564416.0
Berkshire Hathaway,BRK.B,,Financials,1091269558272.0
Lilly (Eli),LLY,,Health Care,1028115464192.0
JPMorgan Chase,JPM,,Financials,929488044032.0
Advanced Micro Devices,AMD,,Information Technology,913892179968.0
Walmart,WMT,,Consumer Staples,849365827584.0
Visa Inc.,V,,Financials,691411156992.0
ExxonMobil,XOM,,Energy,672462077952.0
Johnson & Johnson,JNJ,,Health Care,650648485888.0
Intel,INTC,,Information Technology,574070980608.0
Mastercard,MA,,Financials,495155838976.0
AbbVie,ABBV,,Health Care,466448285696.0
Oracle Corporation,ORCL,,Information Technology,446333681664.0
Cisco,CSCO,,Information Technology,431752708096.0
Palantir Technologies,PLTR,,Information Technology,426879287296.0
Chevron Corporation,CVX,,Energy,410975502336.0
Bank of America,BAC,,Financials,403691372544.0
Costco,COST,,Consumer Staples,397051002880.0
Coca-Cola Company (The),KO,,Consumer Staples,379699953664.0
Caterpillar Inc.,CAT,,Industrials,371872366592.0
Merck & Co.,MRK,,Health Care,362353491968.0
Dell Technologies,DELL,,Information Technology,361179774976.0
Lam Research,LRCX,,Information Technology,360518057984.0
Applied Materials,AMAT,,Information Technology,352809615360.0
Procter & Gamble,PG,,Consumer Staples,340016005120.0
UnitedHealth Group,UNH,,Health Care,338303483904.0
GE Aerospace,GE,,Industrials,326074761216.0
Morgan Stanley,MS,,Financials,318165319680.0
Home Depot (The),HD,,Consumer Discretionary,299286921216.0
Netflix,NFLX,,Communication Services,298929225728.0
Palo Alto Networks,PANW,,Information Technology,297408430080.0
Philip Morris International,PM,,Consumer Staples,293985648640.0
Goldman Sachs,GS,,Financials,274283446272.0
Sandisk,SNDK,,Information Technology,262356500480.0
RTX Corporation,RTX,,Industrials,261465063424.0
Wells Fargo,WFC,,Financials,260426825728.0
Arista Networks,ANET,,Information Technology,251475591168.0
GE Vernova,GEV,,Industrials,250441465856.0
Texas Instruments,TXN,,Information Technology,243508379648.0
CrowdStrike,CRWD,,Information Technology,243338117120.0
Thermo Fisher Scientific,TMO,,Health Care,240871882752.0
KLA Corporation,KLAC,,Information Technology,231245725696.0
Citigroup,C,,Financials,221035855872.0
Marvell Technology,MRVL,,Information Technology,219508604928.0
IBM,IBM,,Information Technology,216266948608.0
Linde plc,LIN,,Materials,212235255808.0
American Express,AXP,,Financials,210399526912.0
Amgen,AMGN,,Health Care,208494723072.0
Verizon,VZ,,Communication Services,199803142144.0
Salesforce,CRM,,Information Technology,195808165888.0
Seagate Technology,STX,,Information Technology,195282829312.0
Amphenol,APH,,Information Technology,191235735552.0
Qualcomm,QCOM,,Information Technology,189815717888.0
Gilead Sciences,GILD,,Health Care,186129678336.0
Deere & Company,DE,,Industrials,184421072896.0
Analog Devices,ADI,,Information Technology,182060941312.0
Charles Schwab Corporation,SCHW,,Financials,182012575744.0
T-Mobile US,TMUS,,Communication Services,180401897472.0
Abbott Laboratories,ABT,,Health Care,177554636800.0
Walt Disney Company (The),DIS,,Communication Services,177278943232.0
PepsiCo,PEP,,Consumer Staples,177238507520.0
McDonald's,MCD,,Consumer Discretionary,175664939008.0
AT&T,T,,Communication Services,174050590720.0
BlackRock,BLK,,Financials,173813792768.0
NextEra Energy,NEE,,Utilities,167858667520.0
Union Pacific Corporation,UNP,,Industrials,165966872576.0
Eaton Corporation,ETN,,Industrials,164980670464.0
Welltower,WELL,,Real Estate,164917313536.0
Western Digital,WDC,,Information Technology,159128338432.0
ConocoPhillips,COP,,Energy,158372315136.0
Pfizer,PFE,,Health Care,157652975616.0
Boeing,BA,,Industrials,156651339776.0
Interactive Brokers,IBKR,,Financials,154519044096.0
Blackstone Inc.,BX,,Financials,149364408320.0
Danaher Corporation,DHR,,Health Care,148899479552.0
Uber,UBER,,Industrials,144000483328.0
Intuitive Surgical,ISRG,,Health Care,140921503744.0
ServiceNow,NOW,,Information Technology,140057280512.0
TJX Companies,TJX,,Consumer Discretionary,139960696832.0
Chubb Limited,CB,,Financials,131418873856.0
Prologis,PLD,,Real Estate,131076800512.0
Newmont,NEM,,Materials,130036170752.0
Corning Inc.,GLW,,Information Technology,129320239104.0
Vertex Pharmaceuticals,VRTX,,Health Care,128844324864.0
Bristol Myers Squibb,BMY,,Health Care,128813588480.0
Booking Holdings,BKNG,,Consumer Discretionary,126156775424.0
Fortinet,FTNT,,Information Technology,124613926912.0
Capital One,COF,,Financials,124187738112.0
Progressive Corporation,PGR,,Financials,124053233664.0
Lockheed Martin,LMT,,Industrials,123099168768.0
S&P Global,SPGI,,Financials,119488339968.0
Marathon Petroleum,MPC,,Energy,119319642112.0
Valero Energy,VLO,,Energy,118994657280.0
Parker Hannifin,PH,,Industrials,118930825216.0
Medtronic,MDT,,Health Care,117846974464.0
Altria,MO,,Consumer Staples,116080590848.0
CVS Health,CVS,,Health Care,113623719936.0
Accenture,ACN,,Information Technology,110938972160.0
Phillips 66,PSX,,Energy,109507379200.0
Starbucks,SBUX,,Consumer Discretionary,109246201856.0
Lowe's,LOW,,Consumer Discretionary,107997290496.0
Automatic Data Processing,ADP,,Industrials,107745607680.0
Robinhood Markets,HOOD,,Financials,107728044032.0
Stryker Corporation,SYK,,Health Care,105528614912.0
BNY Mellon,BNY,,Financials,104347148288.0
AppLovin,APP,,Communication Services,103489527808.0
Freeport-McMoRan,FCX,,Materials,102732693504.0
McKesson Corporation,MCK,,Health Care,101975760896.0
Equinix,EQIX,,Real Estate,100777345024.0
Airbnb,ABNB,,Consumer Discretionary,99530153984.0
CME Group,CME,,Financials,99247472640.0
Adobe Inc.,ADBE,,Information Technology,98945695744.0
Southern Company,SO,,Utilities,98379038720.0
Vertiv,VRT,,Industrials,96012197888.0
Quanta Services,PWR,,Industrials,95725142016.0
General Dynamics,GD,,Industrials,95520210944.0
Trane Technologies,TT,,Industrials,94414143488.0
U.S. Bancorp,USB,,Financials,93576568832.0
PNC Financial Services,PNC,,Financials,93021700096.0
HCA Healthcare,HCA,,Health Care,92599853056.0
Duke Energy,DUK,,Utilities,91638398976.0
Howmet Aerospace,HWM,,Industrials,91592720384.0
KKR & Co.,KKR,,Financials,91259977728.0
Constellation Energy,CEG,,Utilities,90245636096.0
Elevance Health,ELV,,Health Care,89122439168.0
Marriott International,MAR,,Consumer Discretionary,88378916864.0
Williams Companies,WMB,,Energy,88129224704.0
Monster Beverage,MNST,,Consumer Staples,87589199872.0
Intercontinental Exchange,ICE,,Financials,87280001024.0
CSX Corporation,CSX,,Industrials,87251566592.0
Johnson Controls,JCI,,Industrials,86790635520.0
3M,MMM,,Industrials,85553192960.0
Waste Management,WM,,Industrials,84379877376.0
United Parcel Service,UPS,,Industrials,84278419456.0
Emerson Electric,EMR,,Industrials,83625377792.0
DoorDash,DASH,,Consumer Discretionary,83600506880.0
Marsh McLennan,MRSH,,Financials,83516743680.0
Lumentum,LITE,,Information Technology,83502620672.0
Datadog,DDOG,,Information Technology,82558525440.0
Moody's Corporation,MCO,,Financials,81150877696.0
American Tower,AMT,,Real Estate,81067728896.0
Intuit,INTU,,Information Technology,81023287296.0
Regeneron Pharmaceuticals,REGN,,Health Care,80804225024.0
Comcast,CMCSA,,Communication Services,80696000512.0
Hewlett Packard Enterprise,HPE,,Information Technology,80656760832.0
Cintas,CTAS,,Industrials,79089516544.0
Travelers Companies (The),TRV,,Financials,78136377344.0
Simon Property Group,SPG,,Real Estate,77944299520.0
Cadence Design Systems,CDNS,,Information Technology,77908672512.0
Sherwin-Williams,SHW,,Materials,77859823616.0
Mondelez International,MDLZ,,Consumer Staples,77663346688.0
Illinois Tool Works,ITW,,Industrials,76730818560.0
Motorola Solutions,MSI,,Information Technology,75907039232.0
Schlumberger,SLB,,Energy,75869396992.0
EOG Resources,EOG,,Energy,75652841472.0
Ecolab,ECL,,Materials,75537342464.0
Northrop Grumman,NOC,,Industrials,74922622976.0
Apollo Global Management,APO,,Financials,74355294208.0
General Motors,GM,,Consumer Discretionary,74345914368.0
Synopsys,SNPS,,Information Technology,73774358528.0
Cummins,CMI,,Industrials,73269166080.0
Cigna,CI,,Health Care,72740118528.0
Ross Stores,ROST,,Consumer Discretionary,72692203520.0
Carvana,CVNA,,Consumer Discretionary,72172077056.0
Target Corporation,TGT,,Consumer Staples,71865204736.0
FedEx,FDX,,Industrials,71864975360.0
Kinder Morgan,KMI,,Energy,70901383168.0
Norfolk Southern,NSC,,Industrials,70562963456.0
Colgate-Palmolive,CL,,Consumer Staples,69728706560.0
Warner Bros. Discovery,WBD,,Communication Services,69698396160.0
Hilton Worldwide,HLT,,Consumer Discretionary,68809097216.0
Digital Realty,DLR,,Real Estate,68780113920.0
O'Reilly Automotive,ORLY,,Consumer Discretionary,68527067136.0
Republic Services,RSG,,Industrials,66775867392.0
Royal Caribbean Group,RCL,,Consumer Discretionary,65742393344.0
Honeywell Technologies,HON,,Industrials,65435435008.0
American Electric Power,AEP,,Utilities,65327685632.0
Air Products,APD,,Materials,63282774016.0
Allstate,ALL,,Financials,63171502080.0
United Rentals,URI,,Industrials,63108280320.0
Boston Scientific,BSX,,Health Care,62809608192.0
Aon plc,AON,,Financials,62712766464.0
Targa Resources,TRGP,,Energy,62654603264.0
Coherent Corp.,COHR,,Information Technology,62149316608.0
MetLife,MET,,Financials,61666680832.0
Moderna,MRNA,,Health Care,61498294272.0
Arthur J. Gallagher & Co.,AJG,,Financials,61388537856.0
Paccar,PCAR,,Industrials,61089914880.0
TransDigm Group,TDG,,Industrials,60033073152.0
Monolithic Power Systems,MPWR,,Information Technology,59846348800.0
W. W. Grainger,GWW,,Industrials,59658526720.0
TE Connectivity,TEL,,Information Technology,59471802368.0
Truist Financial,TFC,,Financials,59322171392.0
Cencora,COR,,Health Care,58923614208.0
Oneok,OKE,,Energy,58918043648.0
Occidental Petroleum,OXY,,Energy,58818662400.0
Aflac,AFL,,Financials,58321264640.0
Comfort Systems USA,FIX,,Industrials,58118856704.0
Teradyne,TER,,Information Technology,58075897856.0
NXP Semiconductors,NXPI,,Information Technology,57490911232.0
CRH plc,CRH,,Materials,57314258944.0
Keysight Technologies,KEYS,,Information Technology,57031991296.0
Baker Hughes,BKR,,Energy,56830590976.0
Nucor,NUE,,Materials,56351383552.0
Fastenal,FAST,,Industrials,56238854144.0
Dominion Energy,D,,Utilities,55920263168.0
Public Storage,PSA,,Real Estate,55366201344.0
Ametek,AME,,Industrials,54481641472.0
Diamondback Energy,FANG,,Energy,53881405440.0
Corteva,CTVA,,Materials,53729296384.0
Realty Income,O,,Real Estate,53612716032.0
Devon Energy,DVN,,Energy,53471002624.0
Sempra,SRE,,Utilities,53168635904.0
Garmin,GRMN,,Consumer Discretionary,52853166080.0
"Nike, Inc.",NKE,,Consumer Discretionary,52679036928.0
Ford Motor Company,F,,Consumer Discretionary,52676141056.0
Cardinal Health,CAH,,Health Care,52417916928.0
Delta Air Lines,DAL,,Industrials,52359946240.0
"Nasdaq, Inc.",NDAQ,,Financials,52286742528.0
Honeywell Aerospace,HONA,,Industrials,51853467648.0
Coinbase,COIN,,Financials,51250323456.0
Edwards Lifesciences,EW,,Health Care,50873065472.0
State Street Corporation,STT,,Financials,50234707968.0
eBay Inc.,EBAY,,Consumer Discretionary,49768800256.0
Ciena,CIEN,,Information Technology,49462812672.0
Becton Dickinson,BDX,,Health Care,49285672960.0
Entergy,ETR,,Utilities,48738082816.0
Ameriprise Financial,AMP,,Financials,48082419712.0
Fifth Third Bancorp,FITB,,Financials,47983685632.0
Vivmark Residential,VMRK,,Real Estate,47370760192.0
Wabtec,WAB,,Industrials,47333888000.0
Vistra Corp.,VST,,Utilities,47213801472.0
"Workday, Inc.",WDAY,,Information Technology,46722670592.0
AutoZone,AZO,,Consumer Discretionary,46434369536.0
Humana,HUM,,Health Care,46377414656.0
Rockwell Automation,ROK,,Industrials,46247677952.0
L3Harris,LHX,,Industrials,46049013760.0
"Block, Inc.",XYZ,,Financials,45828640768.0
Autodesk,ADSK,,Information Technology,45342547968.0
Xcel Energy,XEL,,Utilities,45161062400.0
PayPal,PYPL,,Financials,44834705408.0
Ventas,VTR,,Real Estate,44467322880.0
Carrier Global,CARR,,Industrials,44414636032.0
Agilent Technologies,A,,Health Care,44119191552.0
IQVIA,IQV,,Health Care,43852734464.0
Exelon,EXC,,Utilities,43342782464.0
Chipotle Mexican Grill,CMG,,Consumer Discretionary,42302922752.0
Keurig Dr Pepper,KDP,,Consumer Staples,42131169280.0
Veeva Systems,VEEV,,Health Care,42130300928.0
Ferguson Enterprises,FERG,,Industrials,41482063872.0
Waters Corporation,WAT,,Health Care,41398104064.0
Paychex,PAYX,,Industrials,41343574016.0
Ares Management,ARES,,Financials,41073860608.0
Archer Daniels Midland,ADM,,Consumer Staples,41053319168.0
Prudential Financial,PRU,,Financials,40847998976.0
CBRE Group,CBRE,,Real Estate,40395755520.0
Idexx Laboratories,IDXX,,Health Care,40308359168.0
MSCI,MSCI,,Financials,40193650688.0
Flex Ltd.,FLEX,,Information Technology,40083918848.0
Microchip Technology,MCHP,,Information Technology,39786246144.0
American International Group,AIG,,Financials,39389544448.0
Consolidated Edison,ED,,Utilities,38991032320.0
Live Nation Entertainment,LYV,,Communication Services,38932189184.0
NetApp,NTAP,,Information Technology,38849716224.0
D. R. Horton,DHI,,Consumer Discretionary,38604369920.0
Take-Two Interactive,TTWO,,Communication Services,38415130624.0
Sysco,SYY,,Consumer Staples,37909872640.0
Yum! Brands,YUM,,Consumer Discretionary,37657624576.0
Roper Technologies,ROP,,Information Technology,36864311296.0
Axon Enterprise,AXON,,Industrials,36374867968.0
Old Dominion,ODFL,,Industrials,35978514432.0
TKO Group Holdings,TKO,,Communication Services,35821182976.0
Kroger,KR,,Consumer Staples,35760001024.0
Hartford (The),HIG,,Financials,35725307904.0
